TWGX-MAP_10064-8036056040,MAP_10064,8036056040,201909_MGI_gDNA_LINDSEY,MAP_10064^8036056040^201909_MGI_gDNA_LINDSEY.TWGX-MAP_10064-8036056040,cram,MAP_10064^8036056040^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_10064-8036056040.cram
TWGX-MAP_11570-8036056502,MAP_11570,8036056502,201909_MGI_gDNA_LINDSEY,MAP_11570^8036056502^201909_MGI_gDNA_LINDSEY.TWGX-MAP_11570-8036056502,cram,MAP_11570^8036056502^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_11570-8036056502.cram
TWGX-MAP_11680-8036055912,MAP_11680,8036055912,201909_MGI_gDNA_LINDSEY,MAP_11680^8036055912^201909_MGI_gDNA_LINDSEY.TWGX-MAP_11680-8036055912,cram,MAP_11680^8036055912^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_11680-8036055912.cram
TWGX-MAP_12061-1203920312,MAP_12061,1203920312,201909_MGI_gDNA_LINDSEY,MAP_12061^1203920312^201909_MGI_gDNA_LINDSEY.TWGX-MAP_12061-1203920312,cram,MAP_12061^1203920312^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_12061-1203920312.cram
TWGX-MAP_12069-8036056558,MAP_12069,8036056558,201909_MGI_gDNA_LINDSEY,MAP_12069^8036056558^201909_MGI_gDNA_LINDSEY.TWGX-MAP_12069-8036056558,cram,MAP_12069^8036056558^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_12069-8036056558.cram
TWGX-MAP_12126-8036056029,MAP_12126,8036056029,201909_MGI_gDNA_LINDSEY,MAP_12126^8036056029^201909_MGI_gDNA_LINDSEY.TWGX-MAP_12126-8036056029,cram,MAP_12126^8036056029^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_12126-8036056029.cram
TWGX-MAP_16061-8036056432,MAP_16061,8036056432,201909_MGI_gDNA_LINDSEY,MAP_16061^8036056432^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16061-8036056432,cram,MAP_16061^8036056432^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16061-8036056432.cram
TWGX-MAP_16227-8036123249,MAP_16227,8036123249,201909_MGI_gDNA_LINDSEY,MAP_16227^8036123249^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16227-8036123249,cram,MAP_16227^8036123249^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16227-8036123249.cram
TWGX-MAP_16249-8036056072,MAP_16249,8036056072,201909_MGI_gDNA_LINDSEY,MAP_16249^8036056072^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16249-8036056072,cram,MAP_16249^8036056072^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16249-8036056072.cram
TWGX-MAP_16263-8036056554,MAP_16263,8036056554,201909_MGI_gDNA_LINDSEY,MAP_16263^8036056554^201909_MGI_gDNA_LINDSEY.TWGX-MAP_16263-8036056554,cram,MAP_16263^8036056554^201909_MGI_gDNA_LINDSEY,/40/AD/AD_Seq_Data/01.-RawData/201909_MGI_gDNA_LINDSEY/01.-RawData/xfer.genome.wustl.edu/gxfer1/54456299110049/TWGX-MAP_16263-8036056554.cram
